n.uniprot,n.name,n.description,n.match_community,n.normal_community,n.primary_community,n.match_degree,n.normal_degree,n.primary_degree,n.pagerank_match,n.pagerank_normal,n.pagerank_primary
Q49AM3,TTC31,tetratricopeptide repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:25759],2,2,null,4,2,0,0.2614349999999999,0.26639050000000003,0.15000000000000002
Q5T011,SZT2,SZT2 subunit of KICSTOR complex [Source:HGNC Symbol;Acc:HGNC:29040],2,1,2,68,22,1,1.5699079999999999,0.979821,0.23564599999999997
Q5W0Q7,USPL1,ubiquitin specific peptidase like 1 [Source:HGNC Symbol;Acc:HGNC:20294],2,2,2,33,3,5,1.0193205000000003,0.24293900000000002,0.5326445
Q96N46,TTC14,tetratricopeptide repeat domain 14 [Source:HGNC Symbol;Acc:HGNC:24697],2,2,2,96,79,66,3.229329,2.341504,3.740893
Q53TQ3,INO80D,INO80 complex subunit D [Source:HGNC Symbol;Acc:HGNC:25997],2,1,2,55,6,11,1.2248929999999998,0.4318430000000001,0.9535135000000001
Q49AG3,ZBED5,zinc finger BED-type containing 5 [Source:HGNC Symbol;Acc:HGNC:30803],2,null,2,41,0,8,1.5756624999999997,0.15000000000000002,0.622362
Q07955,SRSF1,serine and arginine rich splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:10780],2,null,2,41,0,1,2.0185124999999995,0.15000000000000002,0.28231950000000006
Q8TF45,ZNF418,zinc finger protein 418 [Source:HGNC Symbol;Acc:HGNC:20647],2,1,2,78,17,6,1.8992659999999997,0.8640509999999999,0.6483039999999999
O95104,SCAF4,SR-related CTD associated factor 4 [Source:HGNC Symbol;Acc:HGNC:19304],2,1,null,27,1,0,0.763037,0.20550500000000005,0.15000000000000002
Q8N684,CPSF7,cleavage and polyadenylation specific factor 7 [Source:HGNC Symbol;Acc:HGNC:30098],2,2,2,103,38,6,2.5608635000000004,1.8020769999999995,0.5832620000000001
O15151,MDM4,MDM4 regulator of p53 [Source:HGNC Symbol;Acc:HGNC:6974],2,null,2,50,0,2,1.6946369999999995,0.15000000000000002,0.2993450000000001
Q7Z3K3,POGZ,pogo transposable element derived with ZNF domain [Source:HGNC Symbol;Acc:HGNC:18801],2,2,2,121,52,9,2.9787234999999996,1.8273729999999997,1.0146030000000001
O60583,CCNT2,cyclin T2 [Source:HGNC Symbol;Acc:HGNC:1600],2,1,2,99,14,14,2.401267499999999,0.6062884999999998,1.0956420000000002
Q9NR11,ZNF302,zinc finger protein 302 [Source:HGNC Symbol;Acc:HGNC:13848],2,1,2,26,20,15,0.9552135000000003,1.3249549999999999,1.0273529999999997
Q13247,SRSF6,serine and arginine rich splicing factor 6 [Source:HGNC Symbol;Acc:HGNC:10788],2,null,2,67,0,12,2.2150070000000004,0.15000000000000002,0.782944
Q92833,JARID2,jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196],2,3,null,1,2,0,0.1752365,0.7836239999999998,0.15000000000000002
Q9H307,PNN,"pinin, desmosome associated protein [Source:HGNC Symbol;Acc:HGNC:9162]",2,2,2,56,65,9,1.8168414999999996,2.189167,0.6892484999999999
Q14498,RBM39,RNA binding motif protein 39 [Source:HGNC Symbol;Acc:HGNC:15923],2,2,2,85,46,50,2.778795,1.6478105000000003,3.0290264999999996
O60502,OGA,O-GlcNAcase [Source:HGNC Symbol;Acc:HGNC:7056],2,null,null,99,0,0,2.4112465,0.15000000000000002,0.15000000000000002
Q9Y5B6,PAXBP1,PAX3 and PAX7 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13579],2,2,2,136,70,53,3.806589499999999,2.2685655000000002,3.3581975
Q8NDV7,TNRC6A,trinucleotide repeat containing adaptor 6A [Source:HGNC Symbol;Acc:HGNC:11969],2,1,2,129,25,12,3.102526,0.8923389999999999,1.215067
O14776,TCERG1,transcription elongation regulator 1 [Source:HGNC Symbol;Acc:HGNC:15630],2,2,2,102,35,20,2.8035639999999993,1.2942954999999996,1.2493135000000002
Q96BU1,S100PBP,S100P binding protein [Source:HGNC Symbol;Acc:HGNC:25768],2,1,null,13,6,0,0.4868465,0.5482845,0.15000000000000002
Q9NZN8,AC092881.1,CCR4-NOT transcription complex subunit 2 [Source:NCBI gene;Acc:4848],2,1,null,22,2,0,0.7666665000000001,0.20661000000000004,0.15000000000000002
P52756,RBM5,RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902],2,2,2,90,72,61,3.0834859999999993,2.168052999999999,3.3316179999999997
O75494,SRSF10,serine and arginine rich splicing factor 10 [Source:HGNC Symbol;Acc:HGNC:16713],2,2,2,75,36,27,2.0272419999999998,1.2509369999999995,1.997305
Q14585,ZNF345,zinc finger protein 345 [Source:HGNC Symbol;Acc:HGNC:16367],2,2,2,58,25,11,1.7267075000000003,1.1560430000000002,0.8230299999999999
P48380,RFX3,regulatory factor X3 [Source:HGNC Symbol;Acc:HGNC:9984],2,null,2,90,0,5,2.5328815,0.15000000000000002,0.48438149999999996
Q96JJ7,TMX3,thioredoxin related transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:24718],2,1,null,17,1,0,0.5734019999999999,0.2236695000000001,0.15000000000000002
Q9C0A6,SETD5,SET domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25566],2,1,1,169,28,4,3.5409985000000006,0.7694374999999998,0.3829680000000001
Q5TB80,CEP162,centrosomal protein 162 [Source:HGNC Symbol;Acc:HGNC:21107],2,2,2,43,15,1,1.2360959999999999,0.6570164999999999,0.24059300000000006
Q9ULI0,ATAD2B,ATPase family AAA domain containing 2B [Source:HGNC Symbol;Acc:HGNC:29230],2,1,2,101,25,10,2.082951,0.7834795000000002,0.8242200000000001
Q5HYJ3,FAM76B,family with sequence similarity 76 member B [Source:HGNC Symbol;Acc:HGNC:28492],2,2,2,46,26,18,1.3547390000000004,0.9502070000000002,1.1284775000000002
Q14929,ZNF169,zinc finger protein 169 [Source:HGNC Symbol;Acc:HGNC:12957],2,2,2,34,10,8,1.002278,0.9232280000000002,0.8445944999999999
Q8NDX9,LY6G5B,lymphocyte antigen 6 family member G5B [Source:HGNC Symbol;Acc:HGNC:13931],2,2,2,48,80,16,1.94996,2.4195934999999995,0.92554
Q9NZL3,ZNF224,zinc finger protein 224 [Source:HGNC Symbol;Acc:HGNC:13017],2,1,2,24,13,19,1.0411059999999999,1.631346,1.0731084999999998
Q8IWY9,CDAN1,codanin 1 [Source:HGNC Symbol;Acc:HGNC:1713],2,1,null,19,3,0,0.5762069999999999,0.4387535000000001,0.15000000000000002
Q8NEM7,SUPT20H,"SPT20 homolog, SAGA complex component [Source:HGNC Symbol;Acc:HGNC:20596]",2,2,2,52,33,8,1.4491315000000002,1.369835,0.5452075000000001
Q9Y222,DMTF1,cyclin D binding myb like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:14603],2,2,2,151,122,88,4.433481500000001,3.7066804999999996,5.629380500000002
Q5T8P6,RBM26,RNA binding motif protein 26 [Source:HGNC Symbol;Acc:HGNC:20327],2,1,2,40,34,11,1.072165,1.2097375,0.9465349999999998
O15294,OGT,O-linked N-acetylglucosamine (GlcNAc) transferase [Source:HGNC Symbol;Acc:HGNC:8127],2,2,2,59,39,7,1.7155469999999997,1.3422779999999999,0.509431
O14920,IKBKB,inhibitor of nuclear factor kappa B kinase subunit beta [Source:HGNC Symbol;Acc:HGNC:5960],2,2,null,22,2,0,1.0535500000000002,0.20900699999999997,0.15000000000000002
Q96BD5,PHF21A,PHD finger protein 21A [Source:HGNC Symbol;Acc:HGNC:24156],2,1,null,85,10,0,2.2908015,0.4804970000000001,0.15000000000000002
Q8NDM7,CFAP43,cilia and flagella associated protein 43 [Source:HGNC Symbol;Acc:HGNC:26684],4,2,2,30,10,7,2.3633064999999993,0.7153179999999997,1.4748100000000002
Q6P2C0,WDR93,WD repeat domain 93 [Source:HGNC Symbol;Acc:HGNC:26924],4,1,2,13,3,5,1.2099244999999998,0.9118210000000001,1.102238
Q96M91,CFAP53,cilia and flagella associated protein 53 [Source:HGNC Symbol;Acc:HGNC:26530],4,null,null,21,0,0,1.9978915000000006,0.15000000000000002,0.15000000000000002
Q9UQ07,MOK,MOK protein kinase [Source:HGNC Symbol;Acc:HGNC:9833],4,2,2,32,11,8,2.7337875000000005,0.6698005000000001,2.01082
Q8WZ04,LRTOMT,leucine rich transmembrane and O-methyltransferase domain containing [Source:HGNC Symbol;Acc:HGNC:25033],4,6,2,17,2,1,1.5367325000000003,1.4079830000000002,0.48435600000000006
Q96L03,SPATA17,spermatogenesis associated 17 [Source:HGNC Symbol;Acc:HGNC:25184],4,7,2,5,1,1,0.549925,0.9667224999999998,0.48435600000000006
Q8N443,RIBC1,RIB43A domain with coiled-coils 1 [Source:HGNC Symbol;Acc:HGNC:26537],4,8,2,23,3,1,1.9765055000000002,0.9069760000000002,0.328262
Q9UPM9,B9D1,B9 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24123],4,0,0,15,13,1,1.2452250000000002,0.5279355,0.24221650000000006
A6QL63,BTBD11,BTB domain containing 11 [Source:HGNC Symbol;Acc:HGNC:23844],4,null,8,31,0,13,2.2163160000000004,0.15000000000000002,1.7459259999999999
Q9H069,DRC3,dynein regulatory complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:25384],4,1,2,22,1,9,2.010361,0.4078475000000001,1.8971324999999999
Q6TDU7,CASC1,cancer susceptibility 1 [Source:HGNC Symbol;Acc:HGNC:29599],4,1,null,26,4,0,2.0543145000000003,0.4588475000000001,0.15000000000000002
Q6NXP0,EFCAB12,EF-hand calcium binding domain 12 [Source:HGNC Symbol;Acc:HGNC:28061],4,2,2,21,3,3,1.88485,0.5508175000000002,0.710048
Q96FV9,THOC1,THO complex 1 [Source:HGNC Symbol;Acc:HGNC:19070],2,2,2,63,62,45,3.2546250000000003,2.489574,2.4944444999999997
O14559,ARHGAP33,Rho GTPase activating protein 33 [Source:HGNC Symbol;Acc:HGNC:23085],2,2,2,25,55,11,1.4522510000000002,1.8314445,0.7937305000000001
Q504Q3,PAN2,poly(A) specific ribonuclease subunit PAN2 [Source:HGNC Symbol;Acc:HGNC:20074],2,2,2,48,46,13,1.6725370000000002,1.4502790000000003,1.110279
P55916,UCP3,uncoupling protein 3 [Source:HGNC Symbol;Acc:HGNC:12519],2,null,null,1,0,0,0.20286150000000003,0.15000000000000002,0.15000000000000002
O75078,ADAM11,ADAM metallopeptidase domain 11 [Source:HGNC Symbol;Acc:HGNC:189],2,2,null,4,4,0,0.4979390000000001,0.2630075,0.15000000000000002
A7E2Y1,MYH7B,myosin heavy chain 7B [Source:HGNC Symbol;Acc:HGNC:15906],2,2,2,1,32,6,0.20286150000000003,1.2874529999999997,0.42676
Q8TF01,PNISR,PNN interacting serine and arginine rich protein [Source:HGNC Symbol;Acc:HGNC:21222],2,2,2,99,131,70,3.4215054999999994,3.9102555,3.7123584999999997
Q6PIV7,SLC25A34,solute carrier family 25 member 34 [Source:HGNC Symbol;Acc:HGNC:27653],2,2,null,10,1,0,0.9587070000000001,0.18392350000000007,0.15000000000000002
F5GYI3,UBAP1L,ubiquitin associated protein 1 like [Source:HGNC Symbol;Acc:HGNC:40028],2,2,2,70,59,15,2.5259199999999997,2.0319425,1.0274635000000003
Q99944,EGFL8,EGF like domain multiple 8 [Source:HGNC Symbol;Acc:HGNC:13944],2,2,2,34,75,29,1.6867405,2.5138585000000004,1.432497
O95232,LUC7L3,LUC7 like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309],2,2,2,71,63,35,2.5980170000000005,1.9073664999999997,1.8751854999999997
A6XGL0,YJEFN3,YjeF N-terminal domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24785],2,2,2,19,38,35,0.9631014999999999,1.2295679999999998,1.8081715
P78332,RBM6,RNA binding motif protein 6 [Source:HGNC Symbol;Acc:HGNC:9903],2,2,2,61,15,57,2.894293,0.7074980000000002,2.8025865000000008
A0A1B0GVN3,C2orf92,chromosome 2 open reading frame 92 [Source:HGNC Symbol;Acc:HGNC:49272],2,2,2,18,91,45,0.794232,2.7164134999999994,2.3822529999999995
Q8NAA4,ATG16L2,autophagy related 16 like 2 [Source:HGNC Symbol;Acc:HGNC:25464],2,2,2,30,83,42,1.5656155,2.7451690000000006,2.1290804999999997
Q9NX55,HYPK,huntingtin interacting protein K [Source:HGNC Symbol;Acc:HGNC:18418],2,2,2,36,61,12,1.4724640000000004,1.9178639999999998,0.6743395
Q9Y600,CSAD,cysteine sulfinic acid decarboxylase [Source:HGNC Symbol;Acc:HGNC:18966],2,2,2,32,129,48,1.3680329999999996,3.9168515000000004,2.4358709999999997
Q14624,ITIH4,inter-alpha-trypsin inhibitor heavy chain 4 [Source:HGNC Symbol;Acc:HGNC:6169],2,2,2,10,4,1,0.6674459999999999,0.292766,0.19731949999999995
Q96LX7,CCDC17,coiled-coil domain containing 17 [Source:HGNC Symbol;Acc:HGNC:26574],2,2,2,19,63,17,1.1799620000000002,1.9314725,1.0323085000000003
Q9Y215,COLQ,collagen like tail subunit of asymmetric acetylcholinesterase [Source:HGNC Symbol;Acc:HGNC:2226],2,null,null,8,0,0,0.4832425,0.15000000000000002,0.15000000000000002
Q96JP2,MYO15B,myosin XVB [Source:HGNC Symbol;Acc:HGNC:14083],2,2,2,58,102,58,2.481805,3.2331200000000004,2.9116840000000006
A2RRH5,WDR27,WD repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:21248],2,2,2,91,116,51,3.234573499999999,3.5361024999999997,2.603134
Q9NQ29,LUC7L,LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723],2,2,2,32,83,68,2.2389940000000004,2.7561765000000005,3.765857499999999
O60733,PLA2G6,phospholipase A2 group VI [Source:HGNC Symbol;Acc:HGNC:9039],2,2,2,28,115,21,1.451673,3.6978405,1.1704079999999997
Q02224,CENPE,centromere protein E [Source:HGNC Symbol;Acc:HGNC:1856],6,4,9,30,51,35,1.0014874999999996,0.42876600000000004,1.115872
P51955,NEK2,NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745],6,4,9,52,55,53,1.5066255000000002,0.399288,1.5518540000000003
Q96KB5,PBK,PDZ binding kinase [Source:HGNC Symbol;Acc:HGNC:18282],6,4,9,42,41,35,1.2310979999999998,0.332716,1.0460104999999997
Q15398,DLGAP5,DLG associated protein 5 [Source:HGNC Symbol;Acc:HGNC:16864],6,4,9,64,256,56,1.9156625,0.8837624999999999,1.6477510000000002
P33981,TTK,TTK protein kinase [Source:HGNC Symbol;Acc:HGNC:12401],6,4,9,39,53,12,1.1653504999999995,0.3084230000000001,0.4557365000000001
P11388,TOP2A,DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989],6,4,9,61,106,57,1.9020199999999998,0.49529549999999994,1.8465320000000005
Q96BD8,SKA1,spindle and kinetochore associated complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28109],6,4,9,48,74,40,1.4243540000000001,0.44431249999999994,1.1854785
Q5TB30,DEPDC1,DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949],6,4,9,36,161,36,1.1004275000000003,0.6187325000000001,1.0780555000000003
O75417,POLQ,DNA polymerase theta [Source:HGNC Symbol;Acc:HGNC:9186],6,4,9,46,275,35,1.7649829999999995,0.990582,1.194072
P49450,CENPA,centromere protein A [Source:HGNC Symbol;Acc:HGNC:1851],6,4,9,40,263,36,1.2057935000000004,0.8451639999999999,1.0764234999999998
P49454,CENPF,centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857],6,4,9,56,86,48,1.6767189999999998,0.4747425,1.4229175000000003
Q9ULW0,TPX2,TPX2 microtubule nucleation factor [Source:HGNC Symbol;Acc:HGNC:1249],6,4,9,57,221,55,1.6744919999999999,0.8030124999999999,1.6282860000000001
Q69YH5,CDCA2,cell division cycle associated 2 [Source:HGNC Symbol;Acc:HGNC:14623],6,4,9,32,189,30,0.9661104999999999,0.675198,0.9169635000000002
Q96AY2,EME1,essential meiotic structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:24965],6,null,9,20,0,1,0.7561350000000001,0.15000000000000002,0.21111500000000005
O14777,NDC80,NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16909],6,4,9,39,371,23,1.1893120000000001,1.1517675,0.7359304999999999
P53350,PLK1,polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077],6,4,9,47,172,9,1.3654914999999996,0.7350890000000001,0.5247480000000001
Q9NYZ3,GTSE1,G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698],6,4,9,56,471,53,1.6441725,1.3196595,1.5731889999999997
P31350,RRM2,ribonucleotide reductase regulatory subunit M2 [Source:HGNC Symbol;Acc:HGNC:10452],6,4,9,57,454,58,1.7024059999999996,1.290564,1.780742
Q8IZT6,ASPM,abnormal spindle microtubule assembly [Source:HGNC Symbol;Acc:HGNC:19048],6,4,9,60,392,49,1.854743,1.1425025000000002,1.4376565000000001
O95239,KIF4A,kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339],6,4,9,58,182,51,1.7470054999999998,0.789217,1.5201575000000005
Q8TAT5,NEIL3,nei like DNA glycosylase 3 [Source:HGNC Symbol;Acc:HGNC:24573],6,4,9,38,106,30,1.1357874999999997,0.48899700000000007,0.9094409999999999
P46013,MKI67,marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107],6,4,9,49,335,53,1.4927789999999996,1.0045050000000002,1.5599544999999995
P30307,CDC25C,cell division cycle 25C [Source:HGNC Symbol;Acc:HGNC:1727],6,4,9,38,48,19,1.1308744999999998,0.3309990000000001,0.6394130000000001
Q14674,ESPL1,"extra spindle pole bodies like 1, separase [Source:HGNC Symbol;Acc:HGNC:16856]",6,4,9,45,410,47,1.3631879999999998,1.2135455,1.4088244999999995
Q8NCD3,HJURP,Holliday junction recognition protein [Source:HGNC Symbol;Acc:HGNC:25444],6,4,9,59,475,47,1.7515529999999997,1.2923745,1.403376
P10244,MYBL2,MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548],6,4,9,12,616,2,0.6373985000000001,1.7449569999999996,0.2073495
Q15645,TRIP13,thyroid hormone receptor interactor 13 [Source:HGNC Symbol;Acc:HGNC:12307],6,4,9,31,5,24,0.9946109999999999,0.16628600000000007,0.796731
A0AVK6,E2F8,E2F transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24727],6,4,9,30,95,17,0.955256,0.4878495,0.5847155
Q9UQ84,EXO1,exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3511],6,4,9,45,8,21,1.9962595000000003,0.18837750000000003,1.2066350000000001
Q9NQW6,ANLN,anillin actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082],6,4,9,37,60,37,1.1485120000000002,0.40849350000000006,1.1568845
O00762,UBE2C,ubiquitin conjugating enzyme E2 C [Source:HGNC Symbol;Acc:HGNC:15937],6,4,9,34,381,33,1.1025440000000002,1.171921,1.0039099999999999
Q96FF9,CDCA5,cell division cycle associated 5 [Source:HGNC Symbol;Acc:HGNC:14626],6,4,9,36,43,26,1.3027530000000003,0.4029345000000001,0.9301639999999999
Q08050,FOXM1,forkhead box M1 [Source:HGNC Symbol;Acc:HGNC:3818],6,4,9,45,168,37,1.3564219999999996,0.627343,1.1473135
O75330,HMMR,hyaluronan mediated motility receptor [Source:HGNC Symbol;Acc:HGNC:5012],6,4,9,47,189,45,1.3735835,0.8390695,1.3431110000000004
Q12815,TROAP,trophinin associated protein [Source:HGNC Symbol;Acc:HGNC:12327],6,4,9,38,226,24,1.1789419999999997,0.8980085,0.8228005
Q16667,CDKN3,cyclin dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:1791],6,4,9,25,177,25,0.798261,0.6738295000000003,0.7927699999999999
O95067,CCNB2,cyclin B2 [Source:HGNC Symbol;Acc:HGNC:1580],6,4,9,40,266,14,1.2092529999999997,0.8473825000000001,0.5116325
Q15003,NCAPH,non-SMC condensin I complex subunit H [Source:HGNC Symbol;Acc:HGNC:1112],6,4,9,18,509,26,0.6491709999999998,1.4953205000000003,0.8510205000000002
Q02241,AC027237.1,kinesin family member 23 [Source:NCBI gene;Acc:9493],6,4,9,34,81,37,1.0459765,0.4294800000000001,1.1372155
Q9BXS6,NUSAP1,nucleolar and spindle associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18538],6,4,9,65,248,61,1.9503679999999997,0.9159095,1.8829545
Q9BSJ6,PIMREG,PICALM interacting mitotic regulator [Source:HGNC Symbol;Acc:HGNC:25483],6,4,9,31,8,15,0.9482095000000001,0.17999650000000006,0.5343019999999999
Q56NI9,ESCO2,establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:27230],6,4,9,27,157,45,1.0502095,0.6931244999999997,1.5643235000000004
Q53HL2,CDCA8,cell division cycle associated 8 [Source:HGNC Symbol;Acc:HGNC:14629],6,4,9,47,9,23,1.3863589999999997,0.184459,0.7367294999999999
P20700,LMNB1,lamin B1 [Source:HGNC Symbol;Acc:HGNC:6637],6,4,9,40,549,31,1.4307205,1.5485985000000004,1.2438395000000004
Q8IYA6,CKAP2L,cytoskeleton associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:26877],6,4,9,61,104,55,1.891854,0.4841010000000001,1.6868680000000003
Q8IX90,SKA3,spindle and kinetochore associated complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20262],6,4,9,56,86,51,1.6530635000000002,0.415761,1.4980915
Q9BZD4,NUF2,NUF2 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:14621],6,4,9,48,635,39,1.4740705,1.6411295000000004,1.163455
Q53EZ4,CEP55,centrosomal protein 55 [Source:HGNC Symbol;Acc:HGNC:1161],6,4,9,47,403,52,1.371824,1.2330105000000002,1.5277055000000002
Q9HBM1,SPC25,SPC25 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:24031],6,4,9,18,143,2,0.6156555,0.5551439999999999,0.20134000000000002
O95235,KIF20A,kinesin family member 20A [Source:HGNC Symbol;Acc:HGNC:9787],6,4,9,44,87,41,1.2957064999999997,0.47009300000000004,1.229891
Q8NEM2,SHCBP1,SHC binding and spindle associated 1 [Source:HGNC Symbol;Acc:HGNC:29547],6,4,9,23,478,34,0.87165,1.2939809999999994,1.0842265000000004
Q86Y91,KIF18B,kinesin family member 18B [Source:HGNC Symbol;Acc:HGNC:27102],6,4,9,54,454,55,1.5811449999999996,1.3047759999999997,1.6314225
Q15058,KIF14,kinesin family member 14 [Source:HGNC Symbol;Acc:HGNC:19181],6,4,9,44,164,44,1.316217,0.6058975,1.2956555000000003
Q2NKX8,ERCC6L,"ERCC excision repair 6 like, spindle assembly checkpoint helicase [Source:HGNC Symbol;Acc:HGNC:20794]",6,4,null,19,12,0,0.6795160000000001,0.19005200000000005,0.15000000000000002
Q9NS87,KIF15,kinesin family member 15 [Source:HGNC Symbol;Acc:HGNC:17273],6,4,9,25,485,5,0.8525250000000001,1.2593095,0.2800925
O43663,PRC1,protein regulator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:9341],6,4,9,43,45,36,1.3593035,0.34192150000000004,1.2028695
Q5FBB7,SGO1,shugoshin 1 [Source:HGNC Symbol;Acc:HGNC:25088],6,4,9,57,132,34,1.691152,0.4834125000000001,1.042551
O15392,BIRC5,baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593],6,4,9,45,149,43,1.3438760000000003,0.6607225,1.2905894999999994
Q96GD4,AURKB,aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390],6,4,9,32,536,26,1.1319285,1.437614,0.8310879999999999
Q9H8L6,MMRN2,multimerin 2 [Source:HGNC Symbol;Acc:HGNC:19888],8,3,10,40,4,59,2.438489,1.2091934999999998,2.5621385000000005
Q9NY91,SLC5A4,solute carrier family 5 member 4 [Source:HGNC Symbol;Acc:HGNC:11039],8,null,10,7,0,4,0.52944,0.15000000000000002,0.309834
Q8WZA2,RAPGEF4,Rap guanine nucleotide exchange factor 4 [Source:HGNC Symbol;Acc:HGNC:16626],8,3,10,27,1,33,1.7176890000000002,0.346656,1.486693
P33151,CDH5,cadherin 5 [Source:HGNC Symbol;Acc:HGNC:1764],8,null,10,38,0,58,2.359881,0.15000000000000002,2.4784815000000004
Q96J86,CYYR1,cysteine and tyrosine rich 1 [Source:HGNC Symbol;Acc:HGNC:16274],8,3,10,50,3,58,3.2682165000000007,0.64606,2.5010915000000002
Q16602,CALCRL,calcitonin receptor like receptor [Source:HGNC Symbol;Acc:HGNC:16709],8,3,10,16,3,28,1.1376320000000002,0.8529755000000002,1.346902
O00592,PODXL,podocalyxin like [Source:HGNC Symbol;Acc:HGNC:9171],8,3,10,26,10,41,1.7745709999999997,2.0761425,1.8269650000000002
Q99814,EPAS1,endothelial PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:3374],8,3,10,12,4,13,1.1228590000000003,0.907877,0.6718915000000001
Q8TEK3,DOT1L,DOT1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:24948],9,2,null,1,1,0,0.9667224999999998,0.18263150000000003,0.15000000000000002
P03973,SLPI,secretory leukocyte peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:11092],4,null,8,39,0,11,2.427048,0.15000000000000002,1.2659565
Q9NRS4,TMPRSS4,transmembrane serine protease 4 [Source:HGNC Symbol;Acc:HGNC:11878],4,9,8,82,1,31,5.0326295,0.9667224999999998,3.289372999999999
Q9Y2A9,B3GNT3,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:13528]",4,9,8,66,1,33,4.2146235,0.9667224999999998,3.683365
Q9HCL2,GPAM,"glycerol-3-phosphate acyltransferase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:24865]",4,null,8,25,0,4,1.9123560000000002,0.15000000000000002,0.8012784999999999
P15941,MUC1,"mucin 1, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7508]",4,null,8,41,0,18,2.579912,0.15000000000000002,2.209788
Q16690,DUSP5,dual specificity phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:3071],4,1,8,20,24,3,1.6681595000000002,1.3246915,0.6148905000000001
P07355,ANXA2,annexin A2 [Source:HGNC Symbol;Acc:HGNC:537],4,10,8,76,1,35,4.6133074999999995,0.9667224999999998,3.8559319999999997
P78545,ELF3,E74 like ETS transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3318],4,null,8,65,0,18,4.1603085,0.15000000000000002,2.05111
P17931,LGALS3,galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563],4,1,8,23,13,2,1.8800134999999998,0.6013584999999999,0.402841
P28325,CST5,cystatin D [Source:HGNC Symbol;Acc:HGNC:2477],4,null,8,27,0,7,1.8237179999999997,0.15000000000000002,0.8393245000000001
P08727,KRT19,keratin 19 [Source:HGNC Symbol;Acc:HGNC:6436],4,null,8,50,0,31,3.5374115,0.15000000000000002,3.786997
O95571,ETHE1,ETHE1 persulfide dioxygenase [Source:HGNC Symbol;Acc:HGNC:23287],4,1,8,12,9,4,0.9570069999999999,0.38430250000000016,0.696584
Q07817,BCL2L1,BCL2 like 1 [Source:HGNC Symbol;Acc:HGNC:992],4,null,8,51,0,7,3.1483410000000007,0.15000000000000002,0.8518875
P30408,TM4SF1,transmembrane 4 L six family member 1 [Source:HGNC Symbol;Acc:HGNC:11853],4,null,null,16,0,0,0.998028,0.15000000000000002,0.15000000000000002
P12273,PIP,prolactin induced protein [Source:HGNC Symbol;Acc:HGNC:8993],4,null,null,1,0,0,0.44747449999999994,0.15000000000000002,0.15000000000000002
