n.uniprot,n.name,n.description,n.match_community,n.normal_community,n.primary_community,n.match_degree,n.normal_degree,n.primary_degree,n.pagerank_match,n.pagerank_normal,n.pagerank_primary
Q8TDQ1,CD300LF,CD300 molecule like family member f [Source:HGNC Symbol;Acc:HGNC:29883],25,7,20,32,241,41,0.718667,1.9859320000000003,0.7364404999999999
Q8TDQ0,HAVCR2,hepatitis A virus cellular receptor 2 [Source:HGNC Symbol;Acc:HGNC:18437],25,7,20,91,261,100,1.618443,2.127117,1.8089365
Q6ZNK6,TIFAB,TIFA inhibitor [Source:HGNC Symbol;Acc:HGNC:34024],25,7,20,107,217,23,1.7477024999999997,1.8530175,0.4668034999999999
Q92918,MAP4K1,mitogen-activated protein kinase kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6863],25,7,20,108,199,108,1.8546070000000001,1.8602850000000002,1.865725
O00453,LST1,leukocyte specific transcript 1 [Source:HGNC Symbol;Acc:HGNC:14189],25,7,20,12,211,68,0.6084304999999999,1.8730944999999997,1.2633725
P51124,GZMM,granzyme M [Source:HGNC Symbol;Acc:HGNC:4712],25,7,20,11,162,21,0.36070649999999993,1.478771,0.45629750000000013
P15812,CD1E,CD1e molecule [Source:HGNC Symbol;Acc:HGNC:1638],25,7,20,4,119,7,0.27455900000000016,1.1689034999999999,0.3166255000000001
P27918,CFP,complement factor properdin [Source:HGNC Symbol;Acc:HGNC:8864],null,7,20,0,261,2,0.15000000000000002,2.1802335,0.17882350000000002
P08631,HCK,"HCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4840]",25,7,20,175,278,157,2.8865325000000004,2.3780965,2.4612434999999997
P12319,FCER1A,Fc fragment of IgE receptor Ia [Source:HGNC Symbol;Acc:HGNC:3609],25,7,19,1,12,2,0.22634700000000002,0.3835800000000001,0.3500305000000001
P35236,PTPN7,protein tyrosine phosphatase non-receptor type 7 [Source:HGNC Symbol;Acc:HGNC:9659],25,7,20,156,259,146,2.5572765,2.4921494999999996,2.3133095
P55008,AIF1,allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352],25,7,20,64,247,78,1.5716505,2.0491125,1.3685344999999998
O60880,SH2D1A,SH2 domain containing 1A [Source:HGNC Symbol;Acc:HGNC:10820],25,7,null,17,250,0,0.41893150000000007,2.1439215,0.15000000000000002
Q9BRR9,ARHGAP9,Rho GTPase activating protein 9 [Source:HGNC Symbol;Acc:HGNC:14130],25,7,20,159,292,119,2.5587469999999994,2.7014194999999996,2.0484154999999995
O95976,IGSF6,immunoglobulin superfamily member 6 [Source:HGNC Symbol;Acc:HGNC:5953],25,7,20,26,179,48,0.6831114999999999,1.5250960000000002,0.8270335
P05107,ITGB2,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155],25,7,20,165,326,152,2.5748545000000003,2.6509889999999996,2.3413085000000002
O95727,CRTAM,cytotoxic and regulatory T cell molecule [Source:HGNC Symbol;Acc:HGNC:24313],25,7,20,46,236,33,0.9173629999999998,1.9402699999999997,0.6151199999999997
Q9HBI0,PARVG,parvin gamma [Source:HGNC Symbol;Acc:HGNC:14654],25,7,20,79,296,110,1.3948335,2.6220464999999997,1.9099249999999999
P32246,CCR1,C-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:1602],25,7,20,67,209,54,1.1460044999999999,1.6720185000000003,0.9127050000000001
Q5UE93,PIK3R6,phosphoinositide-3-kinase regulatory subunit 6 [Source:HGNC Symbol;Acc:HGNC:27101],25,7,20,56,163,34,0.9556215000000001,1.3845315,0.6207469999999999
Q15306,IRF4,interferon regulatory factor 4 [Source:HGNC Symbol;Acc:HGNC:6119],25,7,20,100,184,76,1.6736845,1.7709499999999996,1.2314805000000002
P20292,ALOX5AP,arachidonate 5-lipoxygenase activating protein [Source:HGNC Symbol;Acc:HGNC:436],25,7,20,11,235,39,0.4798,1.8747520000000002,0.6996355000000003
P01903,HLA-DRA,"major histocompatibility complex, class II, DR alpha [Source:HGNC Symbol;Acc:HGNC:4947]",25,7,20,82,131,93,1.6038314999999996,1.2094485000000001,1.4373165000000003
Q9UM01,SLC7A7,solute carrier family 7 member 7 [Source:HGNC Symbol;Acc:HGNC:11065],25,7,20,95,305,121,1.6435009999999999,2.4608610000000004,1.9389184999999998
P01909,HLA-DQA1,"major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]",25,7,20,15,166,70,0.38769400000000004,1.3508715000000004,1.1041165000000002
Q08708,CD300C,CD300c molecule [Source:HGNC Symbol;Acc:HGNC:19320],25,7,20,2,244,14,0.18166250000000006,1.9216975,0.3439955
Q9BXR5,TLR10,toll like receptor 10 [Source:HGNC Symbol;Acc:HGNC:15634],25,7,20,60,64,25,1.0444465,0.8052394999999999,0.546168
Q9UGN4,CD300A,CD300a molecule [Source:HGNC Symbol;Acc:HGNC:19319],25,7,20,67,288,98,1.6026669999999998,2.4285355000000006,1.6167685000000005
Q6P589,TNFAIP8L2,TNF alpha induced protein 8 like 2 [Source:HGNC Symbol;Acc:HGNC:26277],25,7,20,12,146,74,0.458873,1.2664835000000003,1.2450210000000002
O43914,TYROBP,TYRO protein tyrosine kinase binding protein [Source:HGNC Symbol;Acc:HGNC:12449],25,7,20,15,252,59,0.8036415000000001,2.1520985000000006,1.2384590000000002
Q9NZF1,PLAC8,placenta associated 8 [Source:HGNC Symbol;Acc:HGNC:19254],25,7,20,20,40,13,0.606875,0.544485,0.395735
P14598,NCF1,neutrophil cytosolic factor 1 [Source:HGNC Symbol;Acc:HGNC:7660],25,7,20,125,274,71,1.9164019999999997,2.192499,1.136153
P06239,LCK,"LCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6524]",25,7,null,1,70,0,0.16745899999999997,0.7593140000000002,0.15000000000000002
Q86YT9,JAML,junction adhesion molecule like [Source:HGNC Symbol;Acc:HGNC:19084],25,7,20,124,195,111,2.259326,1.84677,1.9685665
Q9HBG7,LY9,lymphocyte antigen 9 [Source:HGNC Symbol;Acc:HGNC:6730],25,7,20,106,91,132,1.8190004999999996,0.9014,2.063928
P30273,FCER1G,Fc fragment of IgE receptor Ig [Source:HGNC Symbol;Acc:HGNC:3611],25,7,20,28,267,73,0.7679585000000001,2.1637945000000003,1.3294260000000002
P13765,HLA-DOB,"major histocompatibility complex, class II, DO beta [Source:HGNC Symbol;Acc:HGNC:4937]",25,7,20,4,98,9,0.26683250000000003,1.11509,0.2761314999999999
P31146,CORO1A,coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252],25,7,20,203,314,158,3.4364654999999993,2.8276275000000006,2.5436680000000003
P42701,IL12RB1,interleukin 12 receptor subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:5971],25,7,20,189,232,181,3.0800859999999997,2.2319134999999997,2.7827645
Q16548,BCL2A1,BCL2 related protein A1 [Source:HGNC Symbol;Acc:HGNC:991],25,7,20,25,161,14,0.8084439999999999,1.5976009999999998,0.3408505
P04440,HLA-DPB1,"major histocompatibility complex, class II, DP beta 1 [Source:HGNC Symbol;Acc:HGNC:4940]",25,7,20,6,184,86,0.6341769999999998,1.684369,1.4859194999999996
Q8N292,GAPT,"GRB2 binding adaptor protein, transmembrane [Source:HGNC Symbol;Acc:HGNC:26588]",null,7,20,0,86,17,0.15000000000000002,0.777844,0.3880169999999999
P02747,C1QC,complement C1q C chain [Source:HGNC Symbol;Acc:HGNC:1245],25,7,20,82,285,86,1.4907304999999997,2.3059909999999997,1.4823920000000002
O95977,S1PR4,sphingosine-1-phosphate receptor 4 [Source:HGNC Symbol;Acc:HGNC:3170],25,7,20,23,229,52,0.7362960000000002,1.9347534999999998,0.9510229999999998
Q495A1,TIGIT,T cell immunoreceptor with Ig and ITIM domains [Source:HGNC Symbol;Acc:HGNC:26838],25,7,20,100,215,84,1.8802855000000003,1.9640615,1.4177240000000002
Q13342,SP140,SP140 nuclear body protein [Source:HGNC Symbol;Acc:HGNC:17133],25,7,20,141,247,128,2.3341769999999995,2.4086625000000006,2.2046285
Q8IUN9,CLEC10A,C-type lectin domain containing 10A [Source:HGNC Symbol;Acc:HGNC:16916],25,7,20,41,201,10,0.8983059999999999,1.6561914999999996,0.36069799999999996
Q9H2W1,MS4A6A,membrane spanning 4-domains A6A [Source:HGNC Symbol;Acc:HGNC:13375],25,7,20,118,293,123,1.9535895,2.3782665000000005,2.0008835
P28065,PSMB9,proteasome subunit beta 9 [Source:HGNC Symbol;Acc:HGNC:9546],107,7,77,1,99,4,0.7458754999999999,1.1663025000000002,1.1445255
P15813,CD1D,CD1d molecule [Source:HGNC Symbol;Acc:HGNC:1637],25,7,20,19,114,36,0.5982560000000002,1.0457215000000002,0.74041
O75995,SASH3,SAM and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15975],25,7,20,202,324,183,3.163794,2.7987359999999994,2.820207
P02746,C1QB,complement C1q B chain [Source:HGNC Symbol;Acc:HGNC:1242],25,7,20,57,227,64,1.1377935,1.838967,1.1041250000000002
O76096,CST7,cystatin F [Source:HGNC Symbol;Acc:HGNC:2479],25,7,20,65,227,73,1.4294369999999998,1.9459735000000002,1.2002599999999994
Q49MI3,CERKL,ceramide kinase like [Source:HGNC Symbol;Acc:HGNC:21699],25,7,20,32,202,58,0.7654510000000001,1.8320054999999997,0.9470789999999999
Q8N8Q3,ENDOV,endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640],null,1,null,0,56,0,0.15000000000000002,1.1852320000000005,0.15000000000000002
O75631,UPK3A,uroplakin 3A [Source:HGNC Symbol;Acc:HGNC:12580],null,3,null,0,2,0,0.15000000000000002,0.24534450000000005,0.15000000000000002
Q9NYT0,PLEK2,pleckstrin 2 [Source:HGNC Symbol;Acc:HGNC:19238],null,1,null,0,14,0,0.15000000000000002,0.5455645000000001,0.15000000000000002
B2RBV5,AC093323.1,Putative MORF4 family-associated protein 1-like protein UPP  [Source:UniProtKB/Swiss-Prot;Acc:B2RBV5],null,3,null,0,14,0,0.15000000000000002,0.5494405,0.15000000000000002
Q15651,HMGN3,high mobility group nucleosomal binding domain 3 [Source:HGNC Symbol;Acc:HGNC:12312],null,3,null,0,2,0,0.15000000000000002,0.2805345000000001,0.15000000000000002
Q9NX46,ADPRHL2,ADP-ribosylhydrolase like 2 [Source:HGNC Symbol;Acc:HGNC:21304],1,0,null,11,18,0,1.97818,0.4433945,0.15000000000000002
Q17RN3,FAM98C,family with sequence similarity 98 member C [Source:HGNC Symbol;Acc:HGNC:27119],null,1,null,0,67,0,0.15000000000000002,1.2200395000000004,0.15000000000000002
Q99733,NAP1L4,nucleosome assembly protein 1 like 4 [Source:HGNC Symbol;Acc:HGNC:7640],null,0,null,0,3,0,0.15000000000000002,0.2809085,0.15000000000000002
O43837,IDH3B,isocitrate dehydrogenase 3 (NAD(+)) beta [Source:HGNC Symbol;Acc:HGNC:5385],null,0,null,0,6,0,0.15000000000000002,0.3700479999999999,0.15000000000000002
Q8TA94,ZNF563,zinc finger protein 563 [Source:HGNC Symbol;Acc:HGNC:30498],null,1,null,0,48,0,0.15000000000000002,0.903831,0.15000000000000002
P19013,KRT4,keratin 4 [Source:HGNC Symbol;Acc:HGNC:6441],6,3,19,9,42,6,0.51856,2.3548745000000006,0.4541045
Q9BZY9,TRIM31,tripartite motif containing 31 [Source:HGNC Symbol;Acc:HGNC:16289],null,3,null,0,5,0,0.15000000000000002,0.47433450000000005,0.15000000000000002
Q6UXB2,CXCL17,C-X-C motif chemokine ligand 17 [Source:HGNC Symbol;Acc:HGNC:19232],6,3,19,24,56,12,1.0401455,3.2125415,0.8311900000000001
Q9H082,RAB33B,"RAB33B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16075]",2,4,null,4,34,0,0.5609495,0.4953125000000001,0.15000000000000002
Q8WUB2,FAM216A,family with sequence similarity 216 member A [Source:HGNC Symbol;Acc:HGNC:30180],null,5,null,0,22,0,0.15000000000000002,0.6131225,0.15000000000000002
Q9GZY8,MFF,mitochondrial fission factor [Source:HGNC Symbol;Acc:HGNC:24858],null,4,null,0,10,0,0.15000000000000002,0.410049,0.15000000000000002
P98179,RBM3,RNA binding motif protein 3 [Source:HGNC Symbol;Acc:HGNC:9900],108,4,null,1,10,0,0.9667224999999998,0.27361550000000007,0.15000000000000002
O60493,SNX3,sorting nexin 3 [Source:HGNC Symbol;Acc:HGNC:11174],109,4,null,1,21,0,0.9667224999999998,0.4468710000000001,0.15000000000000002
Q9NUQ8,ABCF3,ATP binding cassette subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:72],null,4,null,0,15,0,0.15000000000000002,0.7488335000000002,0.15000000000000002
Q86VY9,TMEM200A,transmembrane protein 200A [Source:HGNC Symbol;Acc:HGNC:21075],13,7,9,1,64,5,0.17159850000000007,1.1742500000000002,0.3344585
Q8N5Y2,MSL3,MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370],null,4,null,0,44,0,0.15000000000000002,0.7291135000000001,0.15000000000000002
P55209,NAP1L1,nucleosome assembly protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:7637],3,4,null,1,12,0,0.2225645,0.47113850000000007,0.15000000000000002
Q96E93,KLRG1,killer cell lectin like receptor G1 [Source:HGNC Symbol;Acc:HGNC:6380],null,5,null,0,6,0,0.15000000000000002,0.23500000000000004,0.15000000000000002
Q8WXF0,SRSF12,serine and arginine rich splicing factor 12 [Source:HGNC Symbol;Acc:HGNC:21220],null,4,null,0,14,0,0.15000000000000002,0.3579100000000001,0.15000000000000002
Q969G3,SMARCE1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Source:HGNC Symbol;Acc:HGNC:11109]",null,4,null,0,24,0,0.15000000000000002,0.510417,0.15000000000000002
Q9NWY4,HPF1,histone PARylation factor 1 [Source:HGNC Symbol;Acc:HGNC:26051],null,4,null,0,49,0,0.15000000000000002,0.8826575000000001,0.15000000000000002
Q99986,VRK1,VRK serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:12718],108,4,null,1,23,0,0.9667224999999998,0.67088,0.15000000000000002
Q9H8W3,FAM204A,family with sequence similarity 204 member A [Source:HGNC Symbol;Acc:HGNC:25794],null,4,null,0,104,0,0.15000000000000002,1.2348295,0.15000000000000002
O75323,NIPSNAP2,nipsnap homolog 2 [Source:HGNC Symbol;Acc:HGNC:4179],null,4,null,0,20,0,0.15000000000000002,0.38150600000000007,0.15000000000000002
P36873,PPP1CC,protein phosphatase 1 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9283],null,4,null,0,167,0,0.15000000000000002,1.8731965,0.15000000000000002
P08493,MGP,matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060],13,5,9,12,49,15,0.5151005,0.6763370000000002,0.7675675000000002
Q5RI15,COX20,cytochrome c oxidase assembly factor COX20 [Source:HGNC Symbol;Acc:HGNC:26970],null,4,null,0,12,0,0.15000000000000002,0.6266459999999999,0.15000000000000002
O75146,HIP1R,huntingtin interacting protein 1 related [Source:HGNC Symbol;Acc:HGNC:18415],null,4,null,0,49,0,0.15000000000000002,1.469999,0.15000000000000002
Q9P0W8,AL049834.1,spermatogenesis associated 7 [Source:NCBI gene;Acc:55812],null,4,null,0,5,0,0.15000000000000002,0.22988300000000003,0.15000000000000002
Q9HB29,IL1RL2,interleukin 1 receptor like 2 [Source:HGNC Symbol;Acc:HGNC:5999],110,4,null,1,5,0,0.9667224999999998,0.36845,0.15000000000000002
Q9NWS1,PARPBP,PARP1 binding protein [Source:HGNC Symbol;Acc:HGNC:26074],7,9,40,1,15,3,0.171114,0.39327000000000006,0.20496100000000003
Q9UHI5,SLC7A8,solute carrier family 7 member 8 [Source:HGNC Symbol;Acc:HGNC:11066],null,5,null,0,15,0,0.15000000000000002,0.692385,0.15000000000000002
Q02818,NUCB1,nucleobindin 1 [Source:HGNC Symbol;Acc:HGNC:8043],null,0,null,0,49,0,0.15000000000000002,1.2469845,0.15000000000000002
P30153,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha [Source:HGNC Symbol;Acc:HGNC:9302],null,0,null,0,20,0,0.15000000000000002,0.8589085000000002,0.15000000000000002
Q5T292,TMEM273,transmembrane protein 273 [Source:HGNC Symbol;Acc:HGNC:27274],25,7,20,10,151,50,0.364999,1.2844864999999999,1.041684
Q19T08,ECSCR,endothelial cell surface expressed chemotaxis and apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:35454],52,5,56,8,60,10,0.6366929999999998,0.685857,0.8871539999999999
P13598,ICAM2,intercellular adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:5345],52,5,56,11,65,17,0.6416060000000001,0.7341199999999999,0.9830169999999999
Q96P31,FCRL3,Fc receptor like 3 [Source:HGNC Symbol;Acc:HGNC:18506],25,7,20,20,22,28,0.6751045000000001,0.6019025000000003,0.998589
Q7L513,FCRLA,Fc receptor like A [Source:HGNC Symbol;Acc:HGNC:18504],25,7,47,4,17,9,0.3560230000000001,0.7981504999999997,0.7401805000000002
Q6PIZ9,TRAT1,T cell receptor associated transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:30698],25,7,20,69,217,59,1.271677,1.873749,1.003893
Q14088,RAB33A,"RAB33A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9773]",25,7,null,2,104,0,0.2026745,0.9995664999999998,0.15000000000000002
O95183,VAMP5,vesicle associated membrane protein 5 [Source:HGNC Symbol;Acc:HGNC:12646],13,5,9,11,165,31,0.6241044999999998,1.7199754999999997,0.9061940000000003
O60896,RAMP3,receptor activity modifying protein 3 [Source:HGNC Symbol;Acc:HGNC:9845],52,5,56,2,20,11,0.579522,0.340774,0.7304055
Q96DU3,SLAMF6,SLAM family member 6 [Source:HGNC Symbol;Acc:HGNC:21392],25,7,20,58,121,70,1.2399294999999995,1.1782789999999999,1.233886
O14862,AIM2,absent in melanoma 2 [Source:HGNC Symbol;Acc:HGNC:357],25,7,20,7,38,10,0.35660100000000006,0.44821399999999995,0.2912615
P11049,CD37,CD37 molecule [Source:HGNC Symbol;Acc:HGNC:1666],25,7,20,66,137,122,1.1157190000000001,1.4328794999999996,1.8954155000000001
O60895,RAMP2,receptor activity modifying protein 2 [Source:HGNC Symbol;Acc:HGNC:9844],52,5,56,11,35,5,1.070159,0.6369480000000002,0.4207674999999999
P11836,MS4A1,membrane spanning 4-domains A1 [Source:HGNC Symbol;Acc:HGNC:7315],25,7,47,17,22,13,0.8837200000000002,0.7916479999999999,0.9006520000000001
Q53QZ3,ARHGAP15,Rho GTPase activating protein 15 [Source:HGNC Symbol;Acc:HGNC:21030],13,7,20,1,143,85,0.16728900000000005,1.2896374999999995,1.4145619999999994
Q96GI7,FAM89A,family with sequence similarity 89 member A [Source:HGNC Symbol;Acc:HGNC:25057],null,7,null,0,18,0,0.15000000000000002,0.32397800000000004,0.15000000000000002
Q6ZNC8,MBOAT1,membrane bound O-acyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21579],null,2,null,0,49,0,0.15000000000000002,0.8417044999999999,0.15000000000000002
Q9P260,RELCH,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing [Source:HGNC Symbol;Acc:HGNC:29289]",14,2,null,3,89,0,0.5643495,1.07565,0.15000000000000002
Q460N5,PARP14,poly(ADP-ribose) polymerase family member 14 [Source:HGNC Symbol;Acc:HGNC:29232],25,2,28,7,22,2,0.26022799999999996,0.3563545000000001,0.7817455
Q9NX65,ZSCAN32,zinc finger and SCAN domain containing 32 [Source:HGNC Symbol;Acc:HGNC:20812],0,2,null,12,59,0,0.3042835000000001,0.5416205000000001,0.15000000000000002
Q9H0L4,CSTF2T,cleavage stimulation factor subunit 2 tau variant [Source:HGNC Symbol;Acc:HGNC:17086],0,2,null,1,162,0,0.1624525,1.4497349999999996,0.15000000000000002
Q05BV3,AL121768.1,EMAP like 5 [Source:NCBI gene;Acc:161436],null,1,null,0,121,0,0.15000000000000002,1.1867279999999998,0.15000000000000002
P24723,PRKCH,protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403],null,2,null,0,119,0,0.15000000000000002,1.229126,0.15000000000000002
O14545,TRAFD1,TRAF-type zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24808],null,2,null,0,9,0,0.15000000000000002,0.2709635,0.15000000000000002
O00222,GRM8,glutamate metabotropic receptor 8 [Source:HGNC Symbol;Acc:HGNC:4600],null,4,null,0,3,0,0.15000000000000002,0.19909599999999997,0.15000000000000002
O14607,UTY,"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked [Source:HGNC Symbol;Acc:HGNC:12638]",0,2,0,1,121,1,0.16240149999999998,1.3473270000000002,0.16482400000000005
Q8TAD8,SNIP1,Smad nuclear interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30587],null,2,null,0,60,0,0.15000000000000002,1.0004419999999996,0.15000000000000002
Q2TAL8,QRICH1,glutamine rich 1 [Source:HGNC Symbol;Acc:HGNC:24713],0,2,0,59,319,3,0.8573105000000001,2.582121999999999,0.4098365
P41162,ETV3,ETS variant 3 [Source:HGNC Symbol;Acc:HGNC:3492],0,2,0,1,34,4,0.16240149999999998,0.6363869999999999,0.22109399999999998
P31512,FMO4,flavin containing monooxygenase 4 [Source:HGNC Symbol;Acc:HGNC:3772],null,1,null,0,25,0,0.15000000000000002,0.48112599999999994,0.15000000000000002
Q9UKN5,PRDM4,PR/SET domain 4 [Source:HGNC Symbol;Acc:HGNC:9348],0,2,null,1,91,0,0.1605485,0.9405680000000001,0.15000000000000002
O60502,OGA,O-GlcNAcase [Source:HGNC Symbol;Acc:HGNC:7056],0,2,null,19,43,0,0.46881800000000007,0.4571985,0.15000000000000002
Q13021,MALL,"mal, T cell differentiation protein like [Source:HGNC Symbol;Acc:HGNC:6818]",null,2,null,0,52,0,0.15000000000000002,0.7441160000000001,0.15000000000000002
Q8N1G2,CMTR1,cap methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:21077],0,2,null,1,65,0,0.18261450000000004,1.0177905000000003,0.15000000000000002
Q9ULG1,INO80,INO80 complex subunit [Source:HGNC Symbol;Acc:HGNC:26956],0,2,0,19,143,5,0.4403430000000001,1.9624465000000004,0.24274350000000003
Q9Y2W1,THRAP3,thyroid hormone receptor associated protein 3 [Source:HGNC Symbol;Acc:HGNC:22964],0,2,null,129,309,0,1.7287985,2.6964299999999994,0.15000000000000002
Q99973,TEP1,telomerase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:11726],0,2,null,6,210,0,0.2581625,2.1157355,0.15000000000000002
Q9UBB9,TFIP11,tuftelin interacting protein 11 [Source:HGNC Symbol;Acc:HGNC:17165],null,2,null,0,75,0,0.15000000000000002,1.462672,0.15000000000000002
Q96EK7,FAM120B,family with sequence similarity 120B [Source:HGNC Symbol;Acc:HGNC:21109],0,2,null,5,213,0,0.22629600000000008,2.0589895,0.15000000000000002
Q96HN2,AHCYL2,adenosylhomocysteinase like 2 [Source:HGNC Symbol;Acc:HGNC:22204],0,2,null,5,164,0,0.2055985,1.327063,0.15000000000000002
O15062,ZBTB5,zinc finger and BTB domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23836],0,2,null,68,53,0,1.025381,0.8959515,0.15000000000000002
Q96E39,RBMXL1,RBMX like 1 [Source:HGNC Symbol;Acc:HGNC:25073],null,2,null,0,16,0,0.15000000000000002,0.2931485,0.15000000000000002
Q96JI7,SPG11,"SPG11 vesicle trafficking associated, spatacsin [Source:HGNC Symbol;Acc:HGNC:11226]",0,2,0,133,199,71,1.6579000000000002,1.6744325,1.5310034999999997
Q9BZ23,PANK2,pantothenate kinase 2 [Source:HGNC Symbol;Acc:HGNC:15894],null,2,null,0,39,0,0.15000000000000002,0.5529679999999999,0.15000000000000002
P40763,STAT3,signal transducer and activator of transcription 3 [Source:HGNC Symbol;Acc:HGNC:11364],null,2,null,0,364,0,0.15000000000000002,2.7035529999999994,0.15000000000000002
O94988,FAM13A,family with sequence similarity 13 member A [Source:HGNC Symbol;Acc:HGNC:19367],null,2,null,0,88,0,0.15000000000000002,0.8704345,0.15000000000000002
P18031,PTPN1,protein tyrosine phosphatase non-receptor type 1 [Source:HGNC Symbol;Acc:HGNC:9642],null,2,null,0,152,0,0.15000000000000002,1.4473209999999999,0.15000000000000002
P10747,CD28,CD28 molecule [Source:HGNC Symbol;Acc:HGNC:1653],25,7,null,9,81,0,0.27361549999999996,0.7309665,0.15000000000000002
P51679,CCR4,C-C motif chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:1605],25,7,20,57,253,47,1.1214649999999997,2.1026795,0.906687
Q7L591,DOK3,docking protein 3 [Source:HGNC Symbol;Acc:HGNC:24583],25,7,null,3,201,0,0.20391550000000003,1.763487,0.15000000000000002
Q8WZ60,KLHL6,kelch like family member 6 [Source:HGNC Symbol;Acc:HGNC:18653],25,7,20,80,232,69,1.322167,1.9526205,1.163829
Q9NY84,VNN3,vanin 3 [Source:HGNC Symbol;Acc:HGNC:16431],null,7,78,0,1,1,0.15000000000000002,0.16173,0.9667224999999998
O95497,VNN1,vanin 1 [Source:HGNC Symbol;Acc:HGNC:12705],null,7,null,0,27,0,0.15000000000000002,0.343239,0.15000000000000002
Q8WYR1,PIK3R5,phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035],null,7,null,0,211,0,0.15000000000000002,1.9154755,0.15000000000000002
O60496,DOK2,docking protein 2 [Source:HGNC Symbol;Acc:HGNC:2991],25,7,20,107,185,97,1.7618125000000004,1.8452740000000003,1.5326354999999998
Q13761,RUNX3,runt related transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473],25,7,20,67,54,68,1.2249949999999996,0.6584274999999999,1.090899
Q8IVF6,ANKRD18A,ankyrin repeat domain 18A [Source:HGNC Symbol;Acc:HGNC:23643],111,3,null,1,18,0,0.9667224999999998,0.7829695000000004,0.15000000000000002
P51530,DNA2,DNA replication helicase/nuclease 2 [Source:HGNC Symbol;Acc:HGNC:2939],null,4,null,0,23,0,0.15000000000000002,0.6459750000000003,0.15000000000000002
Q49AM3,TTC31,tetratricopeptide repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:25759],null,2,null,0,25,0,0.15000000000000002,0.6864520000000001,0.15000000000000002
Q14498,RBM39,RNA binding motif protein 39 [Source:HGNC Symbol;Acc:HGNC:15923],14,3,2,12,39,4,0.9843175000000001,1.8374625000000002,0.5466780000000001
P49761,CLK3,CDC like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2071],null,3,null,0,7,0,0.15000000000000002,0.4971315,0.15000000000000002
Q86TZ1,TTC6,tetratricopeptide repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:19739],null,1,null,0,22,0,0.15000000000000002,0.7398405,0.15000000000000002
Q3KNV8,PCGF3,polycomb group ring finger 3 [Source:HGNC Symbol;Acc:HGNC:10066],14,3,null,2,15,0,0.23149800000000006,0.7400869999999999,0.15000000000000002
O75170,PPP6R2,protein phosphatase 6 regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:19253],null,3,null,0,47,0,0.15000000000000002,1.2712605,0.15000000000000002
Q96MX0,CMTM3,CKLF like MARVEL transmembrane domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19174],null,5,null,0,49,0,0.15000000000000002,0.7085519999999998,0.15000000000000002
Q15113,PCOLCE,procollagen C-endopeptidase enhancer [Source:HGNC Symbol;Acc:HGNC:8738],13,5,9,12,156,41,0.7070220000000002,1.5283005,1.236691
P15502,ELN,elastin [Source:HGNC Symbol;Acc:HGNC:3327],13,5,9,26,108,23,0.8628524999999999,1.3065694999999997,0.7718514999999999
